make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08,highway08,city08,comb08
Ford,Ranger Pickup 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,3.0,-1,18.311666666666667,2100,21,16,18
Ford,Ranger Pickup 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,3.0,-1,18.311666666666667,2100,21,16,18
Ford,Ranger Pickup 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,19.388823529411766,2200,21,15,17
Ford,Ranger Pickup 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,18.311666666666667,2100,21,16,18
GMC,Sierra 15 Hybrid 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,5.3,-1,19.388823529411766,2200,19,16,17
GMC,Sierra 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,4.3,-1,20.600625,2350,20,14,16
GMC,Sierra 1500 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,4.3,-1,20.600625,2350,20,14,16
GMC,Sierra 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,4.8,-1,19.388823529411766,2200,19,15,17
GMC,Sierra 1500 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,8.0,4.8,-1,20.600625,2350,19,14,16
GMC,Sierra 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,5.3,-1,20.600625,2350,19,14,16
GMC,Sierra 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,6.0,-1,21.974,3150,18,13,15
GMC,Canyon 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,4.0,2.8,-1,18.311666666666667,2100,23,16,18
GMC,Canyon 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,4.0,2.8,-1,15.695714285714288,1800,24,18,21
GMC,Canyon 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,22,16,18
GMC,Canyon 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,5.0,3.5,-1,17.347894736842107,1950,23,17,19
GMC,Canyon Crew Cab 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,4.0,2.8,-1,18.311666666666667,2100,23,16,18
GMC,Canyon Crew Cab 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,4.0,2.8,-1,15.695714285714288,1800,24,18,21
GMC,Canyon Crew Cab 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,22,16,18
Mazda,B2300 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,4.0,2.3,-1,15.695714285714288,1800,24,19,21
Mazda,B2300 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,4.0,2.3,-1,14.330869565217393,1650,27,21,23
Mazda,B3000,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,3.0,-1,18.311666666666667,2100,21,16,18
Mazda,B3000,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,3.0,-1,18.311666666666667,2100,21,16,18
Nissan,Titan 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,5.6,-1,23.543571428571425,2700,17,13,14
Toyota,Tacoma 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,4.0,2.7,-1,15.695714285714288,1800,24,18,21
Toyota,Tacoma 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,4.0,2.7,-1,16.4805,1900,25,18,20
Toyota,Tacoma 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,18.311666666666667,2100,21,16,18
Toyota,Tacoma 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,20.600625,2350,19,14,16
Toyota,Tundra 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,18.311666666666667,2100,20,16,18
Toyota,Tundra 2WD,2005,Manual,2WD,2000-2010,Gas,Pickup,6.0,4.0,-1,20.600625,2350,19,14,16
Toyota,Tundra 2WD,2005,Automatic,2WD,2000-2010,Gas,Pickup,8.0,4.7,-1,21.974,2500,17,14,15
Chevrolet,Colorado 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,19.388823529411766,2200,21,15,17
Chevrolet,Colorado 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,17.347894736842107,1950,22,17,19
Chevrolet,Colorado 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,21,16,18
Chevrolet,Colorado 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,17.347894736842107,1950,22,17,19
Chevrolet,Colorado Crew Cab 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,19.388823529411766,2200,21,15,17
Chevrolet,Colorado Crew Cab 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,17.347894736842107,1950,22,17,19
Chevrolet,Colorado Crew Cab 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,21,16,18
Chevrolet,Silverado 15 Hybrid 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.3,-1,20.600625,2350,18,15,16
Chevrolet,Silverado 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,4.3,-1,23.543571428571425,2700,17,13,14
Chevrolet,Silverado 1500 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,4.3,-1,21.974,2500,18,13,15
Chevrolet,Silverado 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,4.8,-1,21.974,2500,18,14,15
Chevrolet,Silverado 1500 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,8.0,4.8,-1,21.974,2500,18,14,15
Chevrolet,Silverado 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.3,-1,21.974,2500,17,13,15
Chevrolet,Silverado 1500 AWD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,6.0,-1,25.354615384615386,2900,15,12,13
Dodge,Dakota Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,3.7,-1,21.974,2500,18,14,15
Dodge,Dakota Pickup 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,3.7,-1,20.600625,2350,19,15,16
Dodge,Ram 1500 Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,4.7,-1,23.543571428571425,2700,17,12,14
Dodge,Ram 1500 Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.7,-1,25.354615384615386,2900,16,12,13
Ford,F150 Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,4.6,-1,23.543571428571425,2700,16,12,14
Ford,F150 Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.4,-1,23.543571428571425,2700,17,13,14
Ford,Ranger Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,3.0,-1,20.600625,2350,19,15,16
Ford,Ranger Pickup 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,3.0,-1,19.388823529411766,2200,19,15,17
Ford,Ranger Pickup 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,20.600625,2350,18,14,16
Ford,Ranger Pickup 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,21.974,2500,17,14,15
GMC,Canyon 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,19.388823529411766,2200,21,15,17
GMC,Canyon 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,17.347894736842107,1950,22,17,19
GMC,Canyon 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,21,16,18
GMC,Canyon 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,17.347894736842107,1950,22,17,19
GMC,Canyon Crew Cab 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,19.388823529411766,2200,21,15,17
GMC,Canyon Crew Cab 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,4.0,2.8,-1,17.347894736842107,1950,22,17,19
GMC,Canyon Crew Cab 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,5.0,3.5,-1,18.311666666666667,2100,21,16,18
GMC,Sierra 15 Hybrid 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.3,-1,20.600625,2350,18,15,16
GMC,Sierra 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,4.3,-1,21.974,2500,17,13,15
GMC,Sierra 1500 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,4.3,-1,21.974,2500,18,13,15
GMC,Sierra 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,4.8,-1,20.600625,2350,18,14,16
GMC,Sierra 1500 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,8.0,4.8,-1,21.974,2500,18,14,15
GMC,Sierra 1500 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.3,-1,21.974,2500,17,13,15
GMC,Sierra 1500 AWD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,6.0,-1,25.354615384615386,2900,15,12,13
Mazda,B4000 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,20.600625,2350,18,14,16
Mazda,B4000 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,21.974,2500,17,14,15
Nissan,Titan 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,5.6,-1,23.543571428571425,2700,17,12,14
Toyota,Tacoma 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,4.0,2.7,-1,18.311666666666667,2100,21,17,18
Toyota,Tacoma 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,19.388823529411766,2200,20,16,17
Toyota,Tacoma 4WD,2005,Manual,4WD,2000-2010,Gas,Pickup,6.0,4.0,-1,20.600625,2350,18,14,16
Toyota,Tundra 4WD,2005,Automatic,4WD,2000-2010,Gas,Pickup,8.0,4.7,-1,21.974,2500,17,13,15
Chevrolet,Astro 2WD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,19.388823529411766,2200,20,15,17
Chevrolet,Astro 2WD (cargo) Conversion,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,19,14,16
Chevrolet,Astro AWD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,21.974,2500,18,14,15
Chevrolet,Astro AWD (cargo) Conversion,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,16,12,14
Chevrolet,Van 15/25 2WD Conversion,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,17,13,14
Chevrolet,Van 15/25  2WD Conversion,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
Chevrolet,Van 1500/2500 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,19,14,16
Chevrolet,Van 1500/2500 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,21.974,2500,19,14,15
Chevrolet,Van 1500 AWD Conversion,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
Chevrolet,Van 1500/2500 AWD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
Ford,E150 Econoline 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,4.6,-1,21.974,2500,18,13,15
Ford,E150 Econoline 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.4,-1,23.543571428571425,2700,16,13,14
Ford,E250 Econoline 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,4.6,-1,21.974,2500,17,13,15
GMC,Savana 15/25 2WD Conversion (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,17,13,14
GMC,Savana 15/25 2WD Conversion (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
GMC,Savana 1500/2500 2WD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,18,14,16
GMC,Savana 1500/2500 2WD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,21.974,2500,19,14,15
GMC,Savana 15/25 AWD Conversion (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
GMC,Savana 1500/2500 AWD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
GMC,Safari 2WD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,19.388823529411766,2200,20,15,17
GMC,Safari 2WD Conversion (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,19,14,16
GMC,Safari AWD (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,21.974,2500,18,14,15
GMC,Safari AWD Conversion (cargo),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,16,12,14
Chevrolet,Astro 2WD (passenger),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,20,14,16
Chevrolet,Astro AWD (passenger),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,16,12,14
Chevrolet,Express 1500/2500 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,21.974,2500,18,13,15
Chevrolet,Express 1500/2500 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
Chevrolet,Express 1500 AWD,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
Ford,E150 Club Wagon,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,4.6,-1,21.974,2500,17,13,15
Ford,E150 Club Wagon,2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.4,-1,25.354615384615386,2900,15,12,13
GMC,Savana 1500/2500 2WD (Passenger),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,21.974,2500,18,13,15
GMC,Savana 1500/2500 2WD (Passenger),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
GMC,Savana 1500 AWD (Passenger),2005,Automatic,2WD,2000-2010,Gas,Other,8.0,5.3,-1,23.543571428571425,2700,17,13,14
GMC,Safari 2WD (Passenger),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,20.600625,2350,20,14,16
GMC,Safari AWD (Passenger),2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.3,-1,23.543571428571425,2700,16,12,14
Buick,Terraza FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,18.311666666666667,2100,23,16,18
Chevrolet,Uplander FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,18.311666666666667,2100,23,16,18
Chevrolet,Venture FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.4,-1,17.347894736842107,1950,24,17,19
Chrysler,Voyager/Town and Country 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.3,-1,17.347894736842107,1950,24,17,19
Chrysler,Voyager/Town and Country 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.8,-1,18.311666666666667,2100,23,16,18
Dodge,Caravan/Grand Caravan 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,4.0,2.4,-1,16.4805,1900,24,17,20
Dodge,Caravan/Grand Caravan 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.3,-1,16.4805,1900,24,17,20
Dodge,Caravan/Grand Caravan 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.8,-1,18.311666666666667,2100,23,16,18
Ford,Freestar Cargo Van FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.9,-1,18.311666666666667,2100,22,16,18
Ford,Freestar Cargo Van FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.2,-1,18.311666666666667,2100,21,16,18
Ford,Freestar Wagon FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.8,-1,18.311666666666667,2100,22,16,18
Ford,Freestar Wagon FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.2,-1,18.311666666666667,2100,21,16,18
Honda,Odyssey,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,16.4805,1900,26,17,20
Honda,Odyssey,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,17.347894736842107,1950,23,17,19
Kia,Sedona,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,19.388823529411766,2200,21,14,17
Mazda,MPV,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.0,-1,17.347894736842107,1950,23,16,19
Mercury,Monterey Wagon FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,4.2,-1,18.311666666666667,2100,21,16,18
Nissan,Quest,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,17.347894736842107,1950,24,17,19
Nissan,Quest,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,17.347894736842107,1950,23,16,19
Pontiac,Monterey Wagon FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.4,-1,17.347894736842107,1950,24,17,19
Pontiac,Montana SVX FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,18.311666666666667,2100,23,16,18
Saturn,Relay FWD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.5,-1,18.311666666666667,2100,23,16,18
Toyota,Sienna 2WD,2005,Automatic,2WD,2000-2010,Gas,Other,6.0,3.3,-1,17.347894736842107,1950,24,17,19
Buick,Terraza AWD,2005,Automatic,4WD,2000-2010,Gas,Other,6.0,3.5,-1,19.388823529411766,2200,21,15,17
Chevrolet,Uplander AWD,2005,Automatic,4WD,2000-2010,Gas,Other,6.0,3.5,-1,19.388823529411766,2200,21,15,17
Pontiac,Montana SVX AWD,2005,Automatic,4WD,2000-2010,Gas,Other,6.0,3.5,-1,19.388823529411766,2200,21,15,17
Saturn,Relay AWD,2005,Automatic,4WD,2000-2010,Gas,Other,6.0,3.5,-1,19.388823529411766,2200,21,15,17
Toyota,Sienna 4WD,2005,Automatic,4WD,2000-2010,Gas,Other,6.0,3.3,-1,18.311666666666667,2100,22,16,18
Buick,Rainier 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,20.600625,2350,20,14,16
Buick,Rainier 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,20.600625,2350,19,14,16
Buick,Rendezvous FWD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.4,-1,17.347894736842107,1950,24,17,19
Buick,Rendezvous FWD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.6,-1,17.347894736842107,1950,24,16,19
Cadillac,Escalade 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,14,15
Cadillac,Escalade 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,6.0,-1,23.543571428571425,3350,17,13,14
Cadillac,SRX 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.6,-1,19.388823529411766,2200,22,15,17
Cadillac,SRX 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.6,-1,20.600625,2950,19,14,16
Chevrolet,Blazer 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,19.388823529411766,2200,20,15,17
Chevrolet,Blazer 2WD,2005,Manual,2WD,2000-2010,Gas,SUV,6.0,4.3,-1,20.600625,2350,20,14,16
Chevrolet,Tahoe 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,20.600625,2350,19,14,16
Chevrolet,Tahoe 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,14,15
Chevrolet,Equinox FWD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.4,-1,17.347894736842107,1950,23,17,19
Chevrolet,TrailBlazer 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,20.600625,2350,20,14,16
Chevrolet,TrailBlazer Ext 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,21.974,2500,18,13,15
Chevrolet,TrailBlazer Ext 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,13,15
Chrysler,Pacifica 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,19.388823529411766,2200,21,15,17
Chrysler,Pacifica 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.8,-1,18.311666666666667,2100,23,16,18
Chrysler,PT Cruiser,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,17.347894736842107,2500,24,17,19
Chrysler,PT Cruiser,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.695714285714288,1800,24,19,21
Chrysler,PT Cruiser,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.695714285714288,2250,25,19,21
Chrysler,PT Cruiser,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,14.98227272727273,1700,26,19,22
Chrysler,PT Cruiser Convertible,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,17.347894736842107,2500,24,17,19
Chrysler,PT Cruiser Convertible,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.695714285714288,1800,24,19,21
Chrysler,PT Cruiser Convertible,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,15.695714285714288,2250,25,19,21
Chrysler,PT Cruiser Convertible,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,14.98227272727273,1700,26,19,22
Dodge,Durango 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.7,-1,20.600625,2350,19,14,16
Dodge,Durango 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.7,-1,23.543571428571425,2700,17,13,14
Dodge,Durango 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,23.543571428571425,2700,17,12,14
Dodge,Magnum 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,2.7,-1,15.695714285714288,1800,26,18,21
Dodge,Magnum 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,16.4805,1900,25,17,20
Dodge,Magnum 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.7,-1,18.311666666666667,2100,23,15,18
Ford,Escape 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.3,-1,15.695714285714288,1800,23,19,21
Ford,Escape 2WD,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.3,-1,13.73375,1550,27,21,24
Ford,Escape 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.0,-1,17.347894736842107,1950,23,17,19
Ford,Escape Hybrid 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.3,-1,11.36586206896552,1300,28,30,29
Ford,Expedition 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.4,-1,23.543571428571425,2700,18,13,14
Ford,Explorer 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.0,-1,20.600625,2350,19,14,16
Ford,Explorer 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.6,-1,21.974,2500,18,13,15
Ford,Freestyle FWD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.0,-1,16.4805,1900,25,18,20
GMC,Yukon 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.8,-1,20.600625,2350,19,14,16
GMC,Yukon 1500 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,14,15
GMC,Envoy 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,20.600625,2350,20,14,16
GMC,Envoy XL 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,21.974,2500,18,13,15
GMC,Envoy XL 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,13,15
GMC,Envoy XUV 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,21.974,2500,18,13,15
GMC,Envoy XUV 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,20.600625,2350,19,14,16
Honda,CR-V 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,14.330869565217393,1650,26,20,23
Hyundai,Santa Fe 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,16.4805,1900,24,18,20
Hyundai,Santa Fe 2WD,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,16.4805,1900,25,18,20
Hyundai,Santa Fe 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,2.7,-1,17.347894736842107,1950,23,17,19
Hyundai,Santa Fe 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,18.311666666666667,2100,22,16,18
Hyundai,Tucson 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.98227272727273,1700,25,19,22
Hyundai,Tucson 2WD,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.0,-1,14.98227272727273,1700,25,20,22
Hyundai,Tucson 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,2.7,-1,16.4805,1900,24,18,20
Infiniti,FX35 RWD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.5,-1,18.311666666666667,2100,22,15,18
Infiniti,QX56 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.6,-1,23.543571428571425,2700,18,12,14
Isuzu,Ascender 5-passenger 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,20.600625,2350,20,14,16
Isuzu,Ascender 7-passenger 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,4.2,-1,21.974,2500,18,13,15
Isuzu,Ascender 7-passenger 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,5.3,-1,21.974,2500,19,13,15
Jeep,Grand Cherokee 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,6.0,3.7,-1,19.388823529411766,2200,21,15,17
Jeep,Grand Cherokee 2WD,2005,Automatic,2WD,2000-2010,Gas,SUV,8.0,4.7,-1,21.974,2500,18,14,15
Jeep,Liberty/Cherokee 2WD,2005,Manual,2WD,2000-2010,Gas,SUV,4.0,2.4,-1,16.4805,1900,24,18,20
